goal,foul,corner,offside,yellow_card,red_card,penalty,fastbreak,attempt_1,attempt_2,attempt_3,attempt_4,attempt_5,attempt_6,attempt_7,attempt_8,attempt_9,attempt_10,attempt_11,attempt_12,attempt_13,attempt_14,attempt_15,attempt_16,attempt_17,attempt_18,attempt_19,country
1,35,7,5,6,0,0,0,0,0,5,0,0,0,0,1,0,0,3,1,1,0,9,1,0,0,0,germany
3,28,11,2,1,0,0,0,0,0,7,0,0,1,0,0,1,0,3,0,0,0,7,0,0,0,0,germany
2,26,11,8,8,0,1,0,0,0,5,0,0,0,0,0,0,0,3,2,1,1,12,0,2,0,0,spain
3,32,12,4,6,0,1,0,0,0,10,0,0,0,0,0,3,2,3,1,1,1,6,0,1,0,0,germany
5,37,6,3,6,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,1,0,7,0,0,0,1,france
1,28,12,5,6,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,1,0,9,0,1,0,0,france
5,22,8,3,3,1,2,0,0,0,12,0,0,0,0,0,2,0,1,0,2,2,14,0,1,0,1,france
1,31,4,1,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,12,0,1,0,0,0
1,42,13,5,7,3,1,0,0,0,6,0,0,1,0,0,2,2,4,0,1,1,11,0,0,0,0,spain
2,32,9,4,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,10,0,1,0,0,0
4,29,17,6,5,0,0,0,0,0,12,0,0,0,1,0,0,0,1,0,1,0,9,1,1,0,1,france
4,22,7,11,4,0,0,0,0,0,6,0,0,0,1,0,2,0,1,0,0,0,7,0,0,0,0,0
2,24,14,3,5,0,0,0,0,0,9,0,0,0,0,0,3,1,2,0,0,0,19,0,0,0,0,italy
3,28,7,8,10,0,1,0,0,0,7,0,0,0,1,0,1,0,3,1,0,1,10,0,0,0,0,0
3,36,7,4,4,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,1,italy
2,27,15,7,8,0,0,0,0,0,5,0,0,0,2,0,2,0,4,1,2,0,12,1,0,0,0,spain
2,30,5,2,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
2,32,19,6,2,0,0,0,0,0,7,0,0,0,0,1,2,0,4,1,2,0,9,0,0,0,0,0
4,25,5,4,3,0,0,0,0,0,8,0,0,0,0,0,0,1,2,0,0,0,8,0,0,0,1,0
1,26,15,1,10,0,0,0,0,0,8,0,0,0,0,0,1,1,4,0,0,0,13,0,0,0,0,spain
1,26,9,5,9,1,0,0,0,0,4,0,0,0,0,2,1,0,3,1,0,0,16,0,0,0,0,italy
1,35,10,7,7,0,0,0,0,0,7,0,0,0,0,1,2,0,2,0,2,0,10,1,0,0,0,italy
1,22,11,3,8,0,0,0,0,0,9,0,0,1,0,1,1,0,6,0,0,0,15,1,0,0,0,spain
3,38,10,7,10,0,0,0,0,0,7,0,0,0,0,2,1,0,0,0,1,0,10,0,0,0,1,italy
2,21,10,9,5,0,0,0,0,0,11,0,0,0,1,0,0,1,5,0,0,0,22,0,0,0,0,italy
3,39,12,5,7,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,8,0,0,0,1,spain
3,25,10,5,5,1,1,0,0,0,8,0,0,0,1,1,1,1,2,2,0,1,9,0,0,0,0,0
2,32,10,8,4,0,0,0,0,0,12,0,0,2,0,1,0,0,2,0,2,0,7,0,0,0,0,germany
3,28,4,3,5,0,0,0,0,0,4,0,0,0,0,0,2,1,1,0,0,0,17,0,0,0,0,italy
1,25,15,5,4,0,1,0,0,0,6,0,0,0,0,1,2,0,1,0,0,1,10,2,0,0,0,italy
4,30,9,3,6,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,1,0,10,0,0,0,1,spain
2,34,8,13,4,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,0,8,0,0,0,0,germany
2,26,4,3,5,0,0,0,0,0,7,0,0,0,1,1,3,1,1,0,2,0,10,2,0,0,0,france
2,39,12,3,8,0,0,0,0,0,13,0,0,0,0,0,2,0,2,0,0,0,8,0,3,0,0,0
3,24,10,4,2,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,20,0,0,0,1,0
4,29,11,2,5,0,1,0,0,0,4,0,0,0,0,0,2,0,1,0,3,1,12,0,0,0,0,germany
2,31,7,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,15,0,2,0,0,france
6,36,8,6,5,0,0,0,0,0,7,0,0,1,0,0,3,0,6,1,0,0,13,2,2,0,0,germany
2,22,16,7,5,0,1,0,0,0,8,0,0,1,0,1,1,1,2,0,2,1,14,0,0,0,0,spain
2,19,12,6,0,0,1,0,0,0,7,0,0,0,0,0,3,0,2,1,1,1,10,1,0,0,0,france
4,38,8,1,4,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,0,0,13,1,3,0,0,france
5,29,8,3,4,0,0,0,0,0,12,0,0,0,0,0,2,0,4,1,2,0,5,0,0,0,0,germany
2,27,11,5,6,1,0,0,0,0,6,0,0,0,0,0,0,0,2,1,0,0,9,2,2,0,0,0
4,22,8,9,7,0,0,0,0,0,13,0,0,0,0,0,1,0,2,0,1,0,9,0,0,0,0,germany
5,19,16,2,5,1,1,0,0,0,13,0,0,0,0,1,2,0,2,0,1,1,15,0,0,0,0,spain
3,30,10,9,3,0,1,0,0,0,5,0,0,0,1,0,1,1,2,1,1,1,7,0,0,0,0,france
2,33,8,7,3,0,1,0,0,0,3,0,0,0,0,0,2,0,1,3,1,1,7,0,0,0,0,0
1,15,11,7,4,0,1,0,0,0,8,0,0,0,1,0,4,0,5,0,1,1,17,1,1,0,0,0
5,19,10,3,5,0,0,0,0,0,7,0,0,0,0,1,3,0,0,1,1,0,10,0,0,0,0,italy
3,28,7,6,7,0,1,0,0,0,10,0,0,0,1,0,1,1,1,0,1,1,10,0,0,0,0,0
4,32,14,9,7,0,0,0,0,0,8,0,0,0,0,0,1,1,3,0,2,0,15,1,0,0,0,0
3,28,9,4,5,0,0,0,0,0,4,0,0,0,1,0,4,0,0,1,0,0,4,0,1,0,0,0
2,37,11,4,7,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,1,0,11,0,0,0,0,italy
7,20,11,13,2,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,11,2,1,0,0,france
4,21,13,0,3,0,0,0,0,0,4,0,0,2,0,0,5,0,2,2,0,0,14,0,0,0,0,germany
9,27,6,5,9,0,1,0,0,0,7,0,0,0,0,0,3,1,5,0,0,1,5,0,0,0,2,0
3,33,11,6,9,1,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0,0,9,1,0,1,0,0
1,35,9,3,3,0,0,0,0,0,7,0,0,1,0,0,1,0,2,0,1,0,11,0,0,0,0,italy
5,26,8,10,7,1,0,0,0,0,8,0,0,0,0,1,6,0,2,1,1,0,6,0,1,1,0,spain
1,30,7,8,2,0,0,0,0,0,9,0,0,0,0,0,3,0,2,0,1,0,23,0,0,0,0,germany
0,42,6,7,7,0,0,0,0,0,9,0,0,0,0,1,1,0,3,0,1,0,5,0,0,0,0,germany
0,27,7,10,4,0,0,0,0,0,5,0,0,1,0,0,1,1,3,0,0,0,7,0,0,0,0,spain
6,25,14,5,5,0,0,0,0,0,10,0,0,0,0,1,2,0,4,0,1,0,10,0,0,0,0,italy
1,21,14,8,2,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,10,0,0,0,0,france
2,24,9,11,2,0,0,0,0,0,10,0,0,0,0,0,2,1,3,0,0,0,5,1,0,0,0,italy
0,27,8,6,5,0,0,0,0,0,7,0,0,0,0,0,5,0,2,1,0,0,21,0,0,0,0,italy
1,20,14,5,5,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,1,0,15,1,0,1,0,0
1,25,16,2,7,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,0,0,16,0,0,0,1,spain
2,26,11,5,5,0,0,0,0,0,1,0,0,0,0,0,2,0,4,1,1,0,14,1,0,0,0,italy
3,30,8,3,5,1,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,5,1,0,0,1,italy
1,17,6,5,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,france
3,33,8,5,5,1,2,0,0,0,9,0,0,1,0,0,0,2,3,0,0,2,9,0,0,0,0,italy
1,25,12,4,5,0,0,0,0,0,9,0,0,1,1,0,3,0,1,0,1,0,14,0,0,0,0,italy
0,35,7,6,4,2,0,0,0,0,9,0,0,0,0,0,1,1,0,2,0,0,8,0,0,0,0,france
5,16,15,5,4,0,0,0,0,0,8,0,0,0,1,0,0,0,4,1,0,0,11,0,0,0,0,0
2,31,8,6,3,1,0,0,0,0,6,0,0,0,0,0,2,0,3,0,1,0,12,0,0,0,0,france
2,26,16,4,4,0,0,0,0,0,5,0,0,1,1,1,4,0,3,0,0,0,13,0,1,0,0,germany
5,33,5,2,2,1,2,0,0,0,4,0,0,0,0,0,2,2,1,0,2,2,3,0,0,0,0,germany
3,29,6,4,3,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,3,0,8,0,0,0,0,0
1,22,14,3,6,0,0,0,0,0,4,0,0,0,0,0,2,0,5,0,0,0,9,0,0,0,0,0
1,23,13,1,5,0,0,0,0,0,5,0,0,0,1,1,4,0,0,0,0,0,15,0,0,0,0,france
1,21,9,10,3,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,11,0,1,0,0,italy
2,31,14,9,8,0,0,0,0,0,6,0,0,1,1,0,3,0,1,1,1,0,10,0,0,0,0,0
1,24,7,4,3,0,0,0,0,0,8,0,0,0,0,1,2,0,4,0,0,0,11,1,0,0,0,0
4,24,14,2,3,0,0,0,0,0,9,0,0,1,2,0,2,1,2,1,1,0,7,0,0,0,0,0
2,30,10,5,5,0,0,0,0,0,7,0,0,0,0,0,2,0,0,1,1,0,12,0,0,0,0,germany
2,38,10,8,4,0,0,0,0,0,9,0,0,0,1,0,0,0,2,1,1,0,12,0,0,0,0,germany
5,26,11,10,6,0,0,0,0,0,8,0,0,1,0,2,6,2,2,0,0,0,11,0,1,0,0,0
3,34,9,5,5,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,1,france
4,35,8,6,5,1,1,0,0,0,9,0,0,0,0,0,2,0,0,0,0,1,9,1,1,0,1,france
0,18,8,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,0,italy
2,13,8,8,2,0,0,0,0,0,9,0,0,0,0,0,2,1,1,0,1,0,15,0,0,1,0,france
0,35,14,3,9,0,0,0,0,0,8,0,0,0,0,0,2,2,2,0,2,0,8,0,1,0,0,spain
1,38,15,1,8,0,0,0,0,0,5,0,0,0,0,2,2,0,0,0,1,0,20,0,1,0,0,0
3,27,10,6,7,0,0,0,0,0,15,0,0,0,1,1,1,0,1,0,1,0,14,0,1,0,0,spain
4,19,8,4,3,0,0,0,0,0,6,0,0,0,0,1,1,0,0,1,0,0,12,0,0,0,0,spain
0,28,12,1,7,0,0,0,0,0,4,0,0,1,2,0,2,0,3,0,0,0,18,1,1,0,0,italy
4,29,8,3,6,0,0,0,0,0,9,0,0,0,2,0,1,0,1,0,1,0,12,0,0,0,0,italy
1,19,9,2,5,0,0,0,0,0,1,0,0,0,0,0,2,1,7,0,2,0,11,0,1,0,0,italy
4,29,11,5,4,0,0,0,0,0,10,0,0,1,0,0,4,0,3,0,0,0,7,0,0,0,1,france
3,35,15,11,5,0,0,0,0,0,13,0,0,0,0,0,1,0,1,0,1,0,11,0,0,0,0,germany
4,19,10,3,6,0,0,0,0,0,11,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,spain
2,31,7,8,8,1,1,0,0,0,10,0,0,0,0,0,1,0,1,0,0,1,10,1,0,0,0,italy
4,18,8,9,6,0,0,0,0,0,7,0,0,0,0,0,5,0,2,0,2,0,8,0,0,0,0,italy
5,15,13,4,4,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,1,0,12,1,0,0,0,0
3,27,16,7,4,0,0,0,0,0,13,0,0,0,0,0,1,0,3,1,0,0,11,0,0,0,0,0
5,24,6,5,8,1,1,0,0,0,12,0,0,1,0,0,4,0,4,1,0,1,14,0,0,0,0,italy
8,24,10,12,4,0,0,0,0,0,9,0,0,1,1,0,4,2,1,3,0,0,15,0,1,0,0,france
3,27,10,5,9,0,0,0,0,0,8,0,0,1,0,0,1,1,1,0,0,0,9,0,0,0,0,spain
1,32,10,9,9,0,0,0,0,0,6,0,0,0,0,0,2,0,0,2,0,0,18,0,0,0,0,0
5,28,9,7,3,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,1,0,7,0,0,0,1,germany
4,32,8,3,6,0,0,0,0,0,9,0,0,1,0,0,1,0,1,0,1,0,11,1,0,1,0,spain
4,25,7,6,6,0,1,0,0,0,8,0,0,0,0,0,3,0,3,0,1,1,13,0,0,0,0,italy
5,26,11,13,4,0,1,0,0,0,11,0,0,0,0,0,0,1,5,1,1,1,8,1,1,1,0,italy
4,29,4,7,5,0,1,0,0,0,9,0,0,0,0,0,1,0,3,0,1,1,15,0,0,0,1,italy
6,19,9,4,7,0,2,0,0,0,10,0,0,0,0,0,3,1,1,1,2,2,10,0,0,0,1,italy
2,30,3,7,4,1,1,0,0,0,4,0,0,0,0,0,0,1,2,0,1,1,13,2,0,0,0,italy
3,24,14,2,5,0,0,0,0,0,4,0,0,1,0,0,6,0,4,1,0,0,18,0,0,0,0,italy
1,16,11,3,5,0,0,0,0,0,5,0,0,0,1,2,2,1,1,0,0,0,15,0,0,0,0,italy
5,21,3,3,2,2,1,0,0,0,7,0,0,0,1,0,1,2,1,0,1,1,9,0,0,0,0,italy
2,33,6,3,4,0,0,0,0,0,11,0,0,0,0,0,2,0,3,0,0,0,11,0,0,0,0,italy
1,33,10,13,8,0,0,0,0,0,5,0,0,0,0,0,3,0,1,0,0,0,12,0,0,0,0,italy
2,39,10,4,4,0,0,0,0,0,4,0,0,0,0,0,6,0,1,0,0,0,8,0,0,0,0,germany
2,28,6,6,3,0,0,0,0,0,10,0,0,1,0,1,2,0,0,2,0,0,5,0,1,0,0,france
4,23,9,8,4,0,0,0,0,0,8,0,0,0,0,1,0,1,4,0,1,0,17,1,0,0,0,0
2,24,10,3,1,0,1,0,0,0,8,0,0,0,0,0,1,1,0,1,0,1,14,2,0,0,0,0
3,26,11,6,8,0,0,0,0,0,6,0,0,0,1,1,1,0,4,0,2,0,5,0,0,0,0,spain
3,29,7,4,4,0,0,0,0,0,7,0,0,0,2,0,1,1,1,0,1,0,7,1,1,0,0,germany
6,19,6,2,2,0,0,0,0,0,4,0,0,0,1,1,1,1,2,1,2,0,14,0,0,0,0,italy
5,26,5,10,5,0,1,0,0,0,11,0,0,0,0,1,1,0,1,0,2,1,12,0,0,0,0,germany
1,37,9,6,5,0,0,0,0,0,4,0,0,0,0,0,2,1,2,0,0,0,5,0,0,0,0,germany
2,29,11,3,9,0,0,0,0,0,4,0,0,0,1,0,2,0,1,0,1,0,9,0,1,0,0,spain
0,26,11,7,4,0,0,0,0,0,9,0,0,0,0,1,3,1,2,1,3,0,13,0,0,0,0,germany
4,24,12,5,2,0,0,0,0,0,10,0,0,0,0,0,1,1,2,1,1,0,13,0,0,0,1,0
2,26,12,11,3,0,0,0,0,0,8,0,0,1,2,0,3,1,2,0,0,0,9,0,1,0,0,france
4,29,6,8,6,0,1,0,0,0,6,0,0,0,1,1,3,0,2,0,0,1,15,0,0,0,0,0
3,25,17,7,3,0,0,0,0,0,6,0,0,0,0,0,2,0,3,0,2,0,9,0,1,0,0,france
4,19,9,5,3,0,0,0,0,0,6,0,0,0,0,0,2,0,5,0,2,0,7,1,0,0,0,0
2,31,11,4,0,0,0,0,0,0,5,0,0,0,0,1,1,2,1,0,2,0,13,0,0,0,0,0
3,17,8,1,5,1,0,0,0,0,8,0,0,1,0,0,1,0,2,1,0,0,10,1,0,0,1,france
1,19,7,10,2,1,0,0,0,0,6,0,0,0,0,1,3,0,2,1,0,0,14,0,0,0,0,france
2,32,11,7,3,0,0,0,0,0,7,0,0,1,0,0,1,0,2,1,0,0,12,0,0,0,0,0
2,26,13,8,5,0,0,0,0,0,12,0,0,0,0,1,1,0,1,1,0,0,11,0,1,0,0,italy
3,32,12,2,9,0,1,0,0,0,8,0,0,0,0,0,4,1,5,1,1,1,15,1,1,0,0,spain
1,32,13,4,6,0,0,0,0,0,4,0,0,0,1,0,0,1,3,0,1,0,12,0,0,0,0,spain
5,28,11,3,2,1,0,0,0,0,9,0,0,0,0,0,3,1,2,1,1,0,12,2,1,0,0,0
1,32,6,5,6,0,0,0,0,0,6,0,0,0,0,0,4,1,2,0,1,0,10,1,0,0,0,0
5,22,19,7,5,0,0,0,0,0,9,0,0,4,0,0,3,1,1,2,1,0,9,0,0,0,0,italy
1,18,8,2,3,0,0,0,0,0,4,0,0,0,0,1,1,0,5,0,0,0,20,1,0,0,0,spain
1,36,17,6,7,0,0,0,0,0,6,0,0,0,0,1,2,1,2,0,1,0,11,0,0,0,0,spain
2,29,8,14,4,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,1,0,11,0,0,0,0,france
2,39,7,5,7,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,1,0,11,0,0,0,0,italy
3,32,7,3,8,0,0,0,0,0,9,0,0,1,0,0,1,2,3,1,1,0,12,0,0,0,0,italy
2,30,16,5,8,0,0,0,0,0,9,0,0,0,1,0,2,1,0,0,1,0,8,0,0,0,0,italy
7,28,13,11,6,1,3,0,0,0,6,0,0,0,3,1,3,0,2,1,1,3,11,0,0,0,0,france
0,16,11,1,2,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,spain
1,29,8,6,6,0,0,0,0,0,5,0,0,0,0,0,1,0,2,1,0,0,7,0,0,0,0,italy
4,30,13,3,1,0,1,0,0,0,7,0,0,0,0,0,4,0,1,1,1,1,13,0,2,0,0,italy
5,45,5,6,3,0,0,0,0,0,5,0,0,0,1,0,1,1,3,0,3,0,4,0,0,0,0,italy
3,23,9,2,4,0,0,0,0,0,11,0,0,1,0,0,1,0,0,0,0,0,16,0,0,0,1,germany
6,17,14,10,6,0,0,0,0,0,8,0,0,1,0,0,1,0,4,0,2,0,6,2,0,0,1,spain
3,37,9,8,4,0,1,0,0,0,2,0,0,0,0,0,1,0,4,0,0,1,11,0,1,0,0,0
3,34,9,7,10,0,0,0,0,0,5,0,0,0,0,0,1,1,3,0,0,0,10,1,0,0,0,germany
4,17,12,3,2,0,1,0,0,0,9,0,0,0,0,0,4,0,2,0,0,1,8,0,0,0,0,france
3,25,9,4,8,0,0,0,0,0,6,0,0,0,0,0,3,0,0,1,0,0,15,0,0,0,0,spain
2,18,11,9,3,0,1,0,0,0,10,0,0,1,0,0,2,1,0,2,0,1,14,0,0,0,0,0
5,21,10,6,10,0,1,0,0,0,5,0,0,0,0,0,0,0,5,2,3,1,19,0,0,0,0,0
0,38,7,3,6,0,0,0,0,0,3,0,0,0,0,1,4,1,0,0,0,0,9,0,0,0,0,0
6,23,11,8,5,0,0,0,0,0,12,0,0,0,0,0,2,0,5,1,1,0,12,1,1,0,1,france
0,34,12,6,7,0,0,0,0,0,6,0,0,1,0,0,6,0,1,0,0,0,11,0,0,0,0,germany
5,34,12,10,5,0,1,0,0,0,5,0,0,0,1,0,1,0,2,0,0,1,12,0,0,0,0,0
3,32,12,3,6,0,0,0,0,0,8,0,0,1,0,0,1,0,1,0,0,0,9,0,0,0,0,0
3,29,9,6,2,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,1,0,5,0,0,0,0,germany
1,26,14,8,5,0,0,0,0,0,10,0,0,1,0,1,1,1,1,0,1,0,7,0,0,0,0,france
8,26,13,3,9,0,1,0,0,0,9,0,0,2,0,0,3,0,3,0,2,1,15,0,0,0,0,spain
2,34,7,8,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,10,0,0,0,0,germany
3,22,8,3,3,0,0,0,0,0,11,0,0,0,0,0,3,0,1,0,0,0,13,0,0,0,1,0
7,17,12,0,3,0,0,0,0,0,7,0,0,0,1,0,9,1,5,0,0,0,19,1,0,0,0,0
3,26,18,4,6,0,0,0,0,0,15,0,0,0,0,0,1,1,2,0,1,0,9,0,1,0,0,spain
2,19,11,3,3,0,0,0,0,0,12,0,0,0,0,0,2,0,1,1,1,0,11,0,0,0,0,france
4,21,9,3,4,0,0,0,0,0,8,0,0,0,0,0,6,0,5,0,0,0,11,1,0,0,1,germany
4,20,6,8,1,0,1,0,0,0,8,0,0,0,0,0,2,3,1,0,3,1,9,0,0,0,0,france
6,23,8,5,3,1,2,0,0,0,4,0,0,0,0,0,2,1,2,1,1,2,7,0,0,0,0,germany
2,32,13,4,3,0,0,0,0,0,6,0,0,1,1,0,4,0,3,1,0,0,13,0,0,0,0,italy
6,35,15,6,5,0,3,0,0,0,7,0,0,0,0,0,2,0,2,2,0,3,6,1,0,0,0,germany
0,20,10,4,4,0,0,0,0,0,8,0,0,0,0,0,1,0,2,1,0,0,14,0,0,0,0,italy
4,21,11,7,4,0,0,0,0,0,6,0,0,1,1,0,0,1,2,0,0,0,7,2,0,0,1,0
2,17,12,4,0,1,1,0,0,0,4,0,0,0,0,1,2,0,1,0,1,1,13,0,0,0,0,spain
5,23,13,6,3,1,1,0,0,0,13,0,0,0,0,0,1,0,0,1,1,1,14,1,0,0,1,italy
2,31,13,2,7,0,0,0,0,0,5,0,0,0,0,0,2,1,1,0,1,0,11,1,1,0,0,spain
6,21,12,4,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0
5,33,13,6,9,1,0,0,0,0,7,0,0,1,0,0,2,0,0,0,1,0,11,0,0,0,2,italy
3,28,9,1,12,0,1,0,0,0,10,0,0,0,0,0,2,0,1,1,0,1,10,0,0,1,0,spain
3,35,9,7,8,0,1,0,0,0,5,0,0,0,0,0,2,0,3,2,2,1,14,0,0,0,0,spain
4,22,11,6,1,0,0,0,0,0,7,0,0,0,1,0,0,0,2,0,1,0,7,0,0,0,0,france
4,25,10,4,7,0,1,0,0,0,6,0,0,0,0,0,1,0,1,0,1,1,10,0,0,0,0,italy
2,26,5,1,2,0,0,0,0,0,7,0,0,0,0,0,0,1,3,1,0,0,9,0,0,0,0,france
1,24,9,8,7,0,0,0,0,0,4,0,0,1,1,0,1,0,0,1,0,0,14,0,0,0,0,italy
6,31,5,11,5,0,0,0,0,0,10,0,0,1,0,1,6,1,3,2,1,0,10,0,0,0,0,italy
4,28,7,6,9,0,2,0,0,0,5,0,0,0,0,0,3,1,2,1,2,2,9,0,1,0,0,italy
2,33,9,3,7,1,0,0,0,0,8,0,0,0,1,0,4,0,1,0,0,0,12,1,0,0,0,0
2,19,13,5,5,0,0,0,0,0,8,0,0,1,1,0,3,1,2,0,0,0,12,0,0,0,0,france
6,30,12,6,4,0,1,0,0,0,11,0,0,1,1,0,1,0,4,0,1,1,6,0,0,0,1,germany
6,28,13,2,3,0,1,0,0,0,10,0,0,0,1,0,1,1,3,0,1,1,18,0,0,0,0,france
3,29,11,5,7,0,0,0,0,0,5,0,0,0,1,0,2,0,3,1,1,0,12,0,0,0,1,0
3,39,8,0,14,2,1,0,0,0,4,0,0,1,0,1,3,0,0,0,1,1,9,0,1,0,0,spain
3,28,21,4,5,1,0,0,0,0,11,0,0,0,1,0,1,1,2,3,1,0,9,0,0,0,1,france
4,27,9,2,5,0,0,0,0,0,8,0,0,0,0,0,2,0,6,0,0,0,23,0,0,0,0,italy
2,35,15,4,6,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,germany
6,30,15,0,5,0,0,0,0,0,14,0,0,0,1,1,4,0,5,0,0,0,15,0,0,0,1,spain
3,22,17,5,3,0,1,0,0,0,15,0,0,0,0,0,6,1,1,1,3,1,8,0,0,0,0,germany
0,29,16,15,5,0,0,0,0,0,7,0,0,1,1,1,4,2,0,0,1,0,16,0,0,0,0,spain
2,16,4,4,4,0,1,0,0,0,8,0,0,0,0,0,2,0,1,0,2,1,12,0,0,0,0,germany
0,27,12,4,4,0,0,0,0,0,7,0,0,1,0,0,0,0,1,2,1,0,14,0,0,0,0,italy
3,19,10,5,5,1,1,0,0,0,5,0,0,0,0,0,2,0,1,0,1,1,9,1,0,0,0,france
2,26,17,5,5,1,0,0,0,0,13,0,0,0,0,0,2,1,0,0,0,0,12,0,0,2,0,0
1,29,15,12,3,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0
4,21,7,13,2,0,0,0,0,0,10,0,0,0,1,0,2,1,1,0,0,0,5,0,0,0,0,0
4,15,4,4,4,0,1,0,0,0,5,0,0,0,0,0,0,1,3,0,0,1,11,0,0,0,0,0
1,21,6,2,2,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,16,0,2,0,1,france
4,19,11,6,1,0,0,0,0,0,10,0,0,0,0,1,2,2,1,0,0,0,5,0,0,0,0,0
4,32,11,3,6,0,0,0,0,0,9,0,0,0,0,0,2,1,5,0,0,0,6,0,2,0,0,0
1,29,8,9,2,1,0,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0
4,42,5,4,6,0,0,0,0,0,13,0,0,0,1,2,2,0,2,1,0,0,13,1,0,0,1,italy
4,24,9,2,3,0,0,0,0,0,7,0,0,1,0,0,3,0,4,1,1,0,13,0,1,0,1,germany
1,20,12,3,8,0,0,0,0,0,7,0,0,0,0,0,2,3,1,0,2,0,9,1,1,0,0,spain
3,25,5,6,2,0,0,0,0,0,5,0,0,0,2,0,2,0,1,0,1,0,9,0,0,0,1,france
1,35,8,7,5,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,1,0,9,0,1,0,0,france
2,21,15,4,11,0,1,0,0,0,10,0,0,1,0,0,3,0,1,0,0,1,20,0,1,0,0,spain
3,27,7,2,8,2,2,0,0,0,4,0,0,0,1,1,0,1,1,0,0,2,17,0,0,0,0,italy
2,25,16,4,4,0,0,0,0,0,11,0,0,0,2,0,1,0,2,0,1,0,13,0,0,0,0,0
1,34,11,7,6,1,1,0,0,0,11,0,0,0,1,0,3,1,1,1,0,1,14,0,0,0,0,italy
6,35,5,3,7,0,0,0,0,0,8,0,0,1,1,1,3,0,2,0,1,0,8,1,0,0,0,spain
5,25,10,4,6,1,0,0,0,0,10,0,0,0,0,0,0,0,2,0,2,0,15,0,0,0,1,italy
3,27,16,6,5,0,0,0,0,0,9,0,0,1,0,0,4,1,2,0,0,0,9,0,0,0,0,italy
3,22,7,4,2,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,1,0,16,0,0,0,0,spain
4,30,16,4,8,0,0,0,0,0,15,0,0,0,0,1,1,1,4,0,2,0,16,0,0,0,1,italy
3,33,10,9,8,0,1,0,0,0,9,0,0,0,1,0,1,1,6,0,1,1,6,0,0,0,0,germany
4,20,17,6,4,0,0,0,0,0,6,0,0,0,2,0,3,0,1,0,2,0,17,1,2,1,0,spain
2,22,13,9,7,0,1,0,0,0,4,0,0,1,2,0,3,0,3,0,0,1,19,0,0,0,0,italy
2,28,11,7,5,0,0,0,0,0,11,0,0,0,0,0,3,0,2,0,0,0,7,0,1,0,0,0
1,25,8,4,3,0,0,0,0,0,10,0,0,0,0,0,0,2,3,0,0,0,15,0,1,1,0,france
0,23,12,5,7,0,0,0,0,0,9,0,0,0,0,1,5,0,4,0,0,0,12,0,1,0,0,spain
2,31,12,2,6,0,0,0,0,0,12,0,0,0,0,0,2,0,1,0,0,0,10,0,0,0,0,germany
