goal,foul,corner,offside,yellow_card,red_card,penalty,fastbreak,attempt_1,attempt_2,attempt_3,attempt_4,attempt_5,attempt_6,attempt_7,attempt_8,attempt_9,attempt_10,attempt_11,attempt_12,attempt_13,attempt_14,attempt_15,attempt_16,attempt_17,attempt_18,attempt_19,country
4,23,9,1,3,0,0,0,0,0,12,0,0,0,1,3,0,0,1,1,0,0,9,0,0,0,0,england
5,44,7,7,8,0,0,0,0,0,9,0,0,0,0,0,6,1,0,0,1,0,12,0,0,1,0,germany
0,19,11,5,3,0,0,0,0,0,11,0,0,0,0,0,2,0,2,0,0,0,5,0,0,0,0,france
2,16,12,8,6,1,2,0,0,0,8,0,0,0,1,1,0,0,1,0,1,2,8,0,0,0,0,spain
4,17,9,6,1,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,1,10,0,0,0,0,england
0,31,6,5,4,0,0,0,0,0,6,0,0,1,0,0,1,0,2,1,0,0,12,0,0,0,0,germany
3,29,9,4,4,0,0,0,0,0,8,0,0,0,1,0,5,0,1,1,1,0,10,0,0,0,0,italy
3,28,6,3,6,0,0,0,0,0,16,0,0,0,0,0,2,0,0,1,2,0,13,0,0,0,0,italy
2,19,3,4,6,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,italy
3,23,14,2,3,0,0,0,0,0,8,0,0,0,0,0,3,2,1,1,2,1,20,0,0,0,0,england
3,14,9,6,2,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,1,12,0,0,0,0,england
0,22,8,8,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,england
4,33,14,4,4,0,1,0,0,0,12,0,0,0,1,1,3,0,1,1,0,1,6,0,0,0,0,germany
0,41,7,4,8,0,0,0,0,0,7,0,0,0,0,0,1,0,2,1,0,0,9,0,0,0,0,spain
2,26,11,5,6,0,1,0,0,0,10,0,0,1,0,0,2,0,3,0,0,1,7,2,0,0,0,italy
1,21,14,2,2,0,0,0,0,0,9,0,0,0,0,0,4,0,5,1,0,1,4,0,0,0,0,england
4,29,10,6,3,0,0,0,0,0,8,0,0,1,1,0,4,0,1,0,2,0,10,2,1,0,0,germany
3,26,14,5,2,0,0,0,0,0,7,0,0,1,0,0,2,1,2,0,1,0,13,0,0,0,0,spain
1,37,9,4,8,0,0,0,0,0,8,0,0,0,0,0,2,0,3,1,1,0,8,3,0,0,0,italy
3,24,10,4,6,0,0,0,0,0,11,0,0,0,0,0,2,2,0,0,0,0,7,0,0,0,0,italy
2,27,13,2,5,0,0,0,0,0,5,0,0,0,0,0,1,1,3,0,1,0,9,1,1,0,0,spain
1,32,5,0,7,0,0,0,0,0,6,0,0,2,0,0,0,0,2,0,1,0,24,0,0,0,0,italy
3,27,14,1,5,0,0,0,0,0,5,0,0,0,0,1,4,0,3,0,0,0,19,0,0,0,0,italy
2,16,19,3,5,0,0,0,0,0,9,0,0,0,0,0,3,1,0,0,0,2,12,0,0,0,0,england
1,20,7,5,2,0,0,0,0,0,7,0,0,0,0,0,1,0,3,0,0,0,14,0,0,0,0,italy
6,14,10,3,5,0,1,0,0,0,9,0,0,0,0,0,2,0,1,1,0,1,13,0,1,0,1,germany
2,30,5,10,3,0,0,0,0,0,5,0,0,0,0,1,2,0,1,0,0,0,10,0,0,0,0,germany
6,22,11,3,7,0,1,0,0,0,11,0,0,0,2,1,1,0,3,0,1,1,14,0,0,0,0,italy
6,20,14,8,2,1,1,0,0,0,11,0,0,0,0,1,5,1,5,1,2,1,9,1,1,1,0,germany
5,26,11,4,2,0,0,0,0,0,7,0,0,0,2,1,1,0,0,1,0,0,8,0,0,1,1,germany
3,32,13,9,5,0,0,0,0,0,12,0,0,0,0,0,3,0,2,1,1,0,9,0,0,0,1,spain
1,27,11,3,3,0,0,0,0,0,4,0,0,0,2,0,1,0,3,0,1,0,11,1,0,0,0,france
5,25,11,1,5,0,0,0,0,0,12,0,0,0,0,0,3,1,2,0,2,0,7,0,0,0,0,england
4,30,7,9,6,0,0,0,0,0,7,0,0,0,0,0,6,0,4,0,1,0,8,0,1,0,1,spain
4,33,5,3,5,0,0,0,0,0,4,0,0,0,0,0,3,0,1,1,3,0,12,0,2,0,0,germany
2,15,11,6,4,0,0,0,0,0,9,0,0,0,0,2,1,0,2,0,1,1,10,0,0,0,0,england
0,35,11,6,1,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,7,1,0,0,0,france
6,34,10,6,4,0,1,0,0,0,8,0,0,0,0,1,1,1,0,0,2,1,4,0,0,0,0,france
3,43,7,3,4,0,0,0,0,0,7,0,0,0,0,0,0,1,2,0,2,0,8,1,1,0,0,france
8,26,14,1,1,0,0,0,0,0,5,0,0,0,0,0,3,2,4,1,0,0,9,0,1,0,3,france
3,14,7,7,2,0,0,0,0,0,10,0,0,0,1,0,3,1,3,0,1,0,5,1,0,0,0,england
1,28,13,3,2,0,0,0,0,0,7,0,0,0,0,0,3,0,1,1,0,0,13,0,0,0,0,france
6,24,7,8,5,0,0,0,0,0,7,0,0,0,1,0,2,0,2,0,4,0,9,0,0,0,0,spain
4,24,8,7,2,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,2,0,13,0,1,0,1,spain
8,18,7,8,4,1,1,0,0,0,5,0,0,1,0,0,2,0,5,0,1,1,9,0,0,0,0,france
2,24,10,9,6,1,0,0,0,0,3,0,0,1,0,1,3,0,1,0,1,0,7,0,1,0,0,spain
4,15,8,6,2,0,0,0,0,0,7,0,0,0,0,0,2,0,3,1,1,0,15,0,0,0,0,england
1,23,6,5,6,0,0,0,0,0,7,0,0,0,1,0,2,0,0,0,1,0,12,0,1,0,0,france
0,21,9,2,1,0,0,0,0,0,5,0,0,0,0,2,4,3,2,1,0,0,3,0,0,0,0,france
2,21,13,3,2,0,0,0,0,0,7,0,0,0,0,0,1,1,1,1,0,0,16,1,0,0,0,france
0,28,7,10,4,0,0,0,0,0,3,0,0,0,0,1,5,0,0,0,1,0,5,1,0,0,0,germany
2,28,9,8,6,0,0,0,0,0,8,0,0,1,0,2,4,2,2,0,0,0,12,1,0,0,0,spain
4,25,18,4,4,0,0,0,0,0,8,0,0,0,3,2,5,2,2,0,1,0,14,0,0,0,0,0
1,31,11,5,13,0,0,0,0,0,6,0,0,0,1,1,1,0,1,2,1,0,7,0,0,0,0,spain
4,16,14,2,0,0,0,0,0,0,11,0,0,1,0,0,2,1,0,0,1,0,10,0,0,0,0,spain
4,18,8,1,2,0,0,0,0,0,6,0,0,0,1,1,1,1,5,1,2,1,15,0,0,0,0,england
3,21,12,3,8,0,0,0,0,0,8,0,0,0,1,0,1,0,2,0,2,0,12,2,0,0,0,spain
2,23,11,6,2,0,0,0,0,0,5,0,0,0,0,0,5,0,1,0,1,0,11,0,0,0,2,england
0,14,6,1,4,0,0,0,0,0,6,0,0,0,0,0,3,1,0,0,0,0,18,1,0,0,0,italy
7,23,18,4,2,0,0,0,0,0,11,0,0,0,0,0,1,1,1,0,3,0,11,0,1,0,0,germany
1,16,7,6,5,0,0,0,0,0,10,0,0,0,0,0,2,0,3,0,1,0,16,1,0,0,0,england
4,18,12,3,2,0,1,0,0,0,7,0,0,1,0,0,2,0,1,0,1,1,15,0,1,0,0,germany
1,24,8,6,3,0,0,0,0,0,8,0,0,0,0,0,1,0,2,0,0,0,13,0,2,0,0,france
2,16,15,2,2,0,0,0,0,0,9,0,0,1,1,0,1,0,3,0,0,0,15,1,0,0,0,germany
5,24,10,8,4,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,12,0,0,0,0,france
3,22,12,3,2,0,0,0,0,0,9,0,0,0,0,2,1,0,4,1,0,0,13,0,0,0,0,italy
1,23,9,3,1,0,0,0,0,0,9,0,0,1,0,0,2,1,2,1,2,0,7,0,0,0,0,france
4,12,9,1,4,0,0,0,0,0,8,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,0,england
3,15,7,5,6,1,0,0,0,0,11,0,0,0,0,0,0,1,3,2,1,0,8,0,0,0,0,france
0,30,5,2,4,1,1,0,0,0,10,0,0,1,0,0,2,0,2,0,3,1,7,0,0,0,0,germany
2,28,11,5,0,0,0,0,0,0,6,0,0,0,2,0,3,0,2,0,1,0,12,0,0,1,0,germany
2,23,9,7,3,0,0,0,0,0,7,0,0,0,1,0,3,0,2,1,1,0,11,0,0,0,0,france
3,24,11,0,4,0,1,0,0,0,7,0,0,1,0,2,1,0,3,2,0,1,9,2,0,0,0,france
1,21,16,3,2,0,1,0,0,0,5,0,0,0,0,0,0,0,5,1,0,1,10,0,1,0,0,spain
5,19,14,6,4,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,14,1,1,0,0,england
1,22,13,2,1,0,0,0,0,0,7,0,0,0,2,0,0,1,3,0,2,0,12,0,0,0,0,england
1,28,10,5,4,1,0,0,0,0,6,0,0,0,0,0,1,0,1,2,0,0,9,1,0,0,0,spain
4,21,8,3,7,0,0,0,0,0,5,0,0,1,1,0,1,0,1,0,1,0,10,1,0,0,0,spain
2,15,17,1,4,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,3,0,27,0,0,0,0,england
2,16,3,1,3,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,12,1,0,0,0,italy
3,26,10,6,9,1,0,0,0,0,5,0,0,0,0,0,2,0,1,0,1,0,9,0,0,0,1,spain
3,26,9,3,6,1,1,0,0,0,6,0,0,0,0,0,0,0,1,0,1,1,8,1,0,0,0,italy
4,32,9,4,3,0,0,0,0,0,5,0,0,1,1,0,7,0,3,1,2,0,9,1,0,0,1,italy
5,15,11,6,5,0,0,0,0,0,10,0,0,0,0,1,0,0,1,0,0,0,13,0,0,0,2,spain
5,17,12,3,3,0,0,0,0,0,5,0,0,0,1,0,1,0,2,1,4,0,10,0,1,0,0,france
4,32,9,1,3,0,0,0,0,0,8,0,0,1,2,0,1,0,2,1,2,0,16,0,1,0,0,germany
2,19,12,4,4,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,1,0,8,1,0,0,0,england
2,24,10,4,6,1,1,0,0,0,7,0,0,0,0,0,1,0,1,1,1,1,14,0,0,0,0,italy
2,22,21,5,4,0,1,0,0,0,4,0,0,0,1,2,1,1,4,0,0,1,22,0,0,0,0,italy
3,30,12,7,3,0,2,0,0,0,5,0,0,0,1,0,0,0,2,0,1,2,14,0,0,0,0,france
1,21,14,4,4,1,1,0,0,0,13,0,0,0,1,0,0,0,1,1,0,1,10,0,1,0,0,italy
2,14,9,1,2,0,0,0,0,0,10,0,0,1,0,0,2,0,1,1,1,0,13,0,0,0,1,france
1,12,20,2,2,0,0,0,0,0,9,0,0,0,0,0,3,1,4,0,0,0,12,0,0,0,0,germany
4,19,16,0,8,1,0,0,0,0,5,0,0,0,0,0,7,2,1,2,0,1,9,0,0,0,0,england
3,15,14,6,5,0,0,0,0,0,9,0,0,0,1,0,4,2,3,0,1,0,8,0,0,0,0,england
5,27,3,8,5,0,0,0,0,0,8,0,0,0,0,0,2,0,1,1,2,0,8,0,0,0,1,spain
4,40,11,8,3,0,0,0,0,0,4,0,0,0,0,2,5,0,4,0,1,0,9,1,0,0,0,italy
2,21,7,7,2,0,0,0,0,0,8,0,0,0,0,0,1,1,2,1,0,0,8,0,0,0,0,france
3,21,13,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,13,0,1,0,1,spain
4,23,13,3,0,0,0,0,0,0,10,0,0,0,0,1,0,0,3,0,1,0,7,0,0,0,1,england
4,17,9,2,0,0,0,0,0,0,12,0,0,0,0,0,1,0,3,0,1,0,8,0,0,0,0,germany
1,29,9,2,5,2,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,9,0,0,0,0,spain
5,37,10,5,1,0,0,0,0,0,12,0,0,0,0,0,1,0,4,1,0,0,10,0,0,0,0,germany
5,19,8,2,2,0,0,0,0,0,9,0,0,0,0,0,2,0,3,0,2,0,17,0,0,0,0,england
5,12,7,3,3,0,0,0,0,0,9,0,0,0,0,2,1,0,3,0,1,0,11,0,0,0,0,england
1,40,16,7,4,0,0,0,0,0,9,0,0,1,0,1,5,0,5,0,0,0,19,1,0,0,0,germany
1,22,8,4,3,0,0,0,0,0,8,0,0,0,1,0,2,0,4,0,2,0,8,0,0,0,0,england
3,14,16,2,1,0,0,0,0,0,12,0,0,0,0,0,4,2,5,0,2,0,13,0,0,0,0,england
3,23,7,9,2,0,0,0,0,0,6,0,0,1,0,0,2,0,0,1,0,0,9,0,0,0,0,germany
2,25,15,3,4,1,0,0,0,0,9,0,0,0,0,1,3,0,3,1,1,0,13,0,0,0,2,england
5,20,7,10,2,1,0,0,0,0,6,0,0,0,0,0,7,1,4,2,0,0,7,1,0,0,0,germany
2,21,18,11,1,0,0,0,0,0,12,0,0,0,0,0,5,0,4,1,0,0,13,0,0,0,0,spain
2,20,8,5,6,0,0,0,0,0,10,0,0,0,0,0,3,2,2,1,0,0,15,1,1,0,0,germany
4,18,14,2,6,0,0,0,0,0,14,0,0,0,0,0,2,1,2,0,0,0,9,0,0,0,0,spain
1,28,12,7,6,0,0,0,0,0,8,0,0,0,0,0,1,0,2,0,2,0,7,0,0,0,0,spain
2,29,12,9,4,0,0,0,0,0,10,0,0,1,0,2,4,0,2,0,0,0,9,1,0,0,0,germany
2,26,8,2,3,0,0,0,0,0,11,0,0,0,0,1,2,0,3,1,0,0,9,0,0,0,0,germany
1,15,8,3,2,0,0,0,0,0,7,0,0,0,0,1,1,0,2,0,3,0,15,1,0,0,0,england
2,35,16,4,4,0,0,0,0,0,7,0,0,1,0,0,2,0,0,0,1,0,11,1,0,0,0,germany
4,18,11,7,4,0,0,0,0,0,17,0,0,0,0,0,2,0,4,1,3,0,13,0,0,0,0,spain
0,24,7,5,4,0,0,0,0,0,8,0,0,0,0,0,3,0,2,0,0,0,16,0,0,0,0,england
5,18,12,7,6,0,0,0,0,0,13,0,0,0,0,0,1,1,1,0,0,0,8,1,0,0,0,italy
1,25,7,5,2,1,1,0,0,0,7,0,0,0,0,0,2,0,0,0,0,1,7,0,0,0,0,france
6,28,10,5,3,0,0,0,0,0,6,0,0,0,0,0,1,0,2,1,1,0,13,0,0,0,0,france
1,17,11,2,5,1,0,0,0,0,6,0,0,2,0,0,4,0,2,0,0,0,13,0,0,0,1,italy
1,32,5,5,3,0,1,0,0,0,4,0,0,0,0,0,0,2,6,1,0,1,11,0,0,0,0,france
0,41,7,7,7,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,italy
0,18,12,1,0,0,0,0,0,0,7,0,0,0,1,0,4,0,2,0,1,0,9,0,0,0,0,spain
2,29,6,6,7,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,16,2,1,0,1,france
1,30,10,2,6,0,0,0,0,0,5,0,0,0,0,0,1,0,4,0,1,0,8,2,0,0,0,italy
1,14,19,2,4,0,0,0,0,0,13,0,0,0,1,0,2,0,1,0,1,0,7,0,1,0,0,england
1,33,7,6,5,0,1,0,0,0,8,0,0,0,1,0,2,0,4,0,1,1,9,0,0,0,0,france
2,36,10,4,5,0,0,0,0,0,10,0,0,1,0,0,2,0,4,1,0,0,12,0,0,0,1,spain
2,31,10,5,4,0,0,0,0,0,7,0,0,0,0,0,2,1,3,0,4,0,5,0,0,0,0,italy
2,30,7,1,4,0,0,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,5,0,1,0,0,france
5,22,11,10,10,1,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,11,0,0,0,0,spain
8,22,17,2,4,0,1,0,0,0,10,0,0,1,0,0,0,0,2,1,1,1,16,0,0,0,2,italy
2,19,11,2,4,1,0,0,0,0,11,0,0,0,0,0,1,0,1,0,1,0,12,0,0,0,0,france
1,26,8,2,1,0,0,0,0,0,7,0,0,0,1,0,0,2,1,1,0,0,16,0,0,0,0,italy
2,22,14,6,6,1,0,0,0,0,20,0,0,1,0,0,2,0,0,2,1,0,9,1,0,0,0,spain
6,16,14,3,5,0,0,0,0,0,14,0,0,0,1,1,3,0,0,1,0,0,16,0,0,0,0,england
6,33,16,2,8,1,1,0,0,0,10,0,0,1,0,0,0,0,1,2,1,1,17,2,0,0,0,italy
3,17,7,3,6,1,2,0,0,0,7,0,0,0,0,0,2,1,1,1,3,2,14,0,0,0,0,italy
7,19,10,5,6,0,2,0,0,0,13,0,0,0,0,0,4,1,2,0,0,2,14,3,1,0,0,italy
4,21,8,1,2,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,2,0,10,0,0,0,0,england
4,16,9,3,3,0,0,0,0,0,8,0,0,0,1,0,1,0,0,1,2,0,8,0,1,0,0,england
2,29,9,6,6,1,0,0,0,0,9,0,0,0,0,0,2,0,1,0,1,0,7,0,0,0,0,france
2,24,13,2,8,0,0,0,0,0,8,0,0,0,0,0,2,1,0,0,2,0,13,0,0,0,1,spain
3,10,13,6,2,0,0,0,0,0,10,0,0,1,0,0,4,0,6,0,1,0,7,0,0,0,1,france
2,24,5,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,1,0,0,15,0,0,0,0,england
2,21,9,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,1,0,0,4,0,1,0,0,france
4,29,9,7,2,0,0,0,0,0,8,0,0,1,0,0,5,0,2,0,0,0,6,1,0,0,1,germany
4,26,7,5,3,0,0,0,0,0,3,0,0,0,0,1,2,1,3,0,0,0,10,0,1,0,0,germany
3,24,13,4,3,0,0,0,0,0,7,0,0,0,0,0,1,0,3,0,0,0,6,0,1,0,0,france
2,21,6,2,2,0,0,0,0,0,6,0,0,0,0,0,3,0,2,1,1,0,14,0,0,0,0,france
1,24,14,7,4,0,0,0,0,0,9,0,0,1,3,1,2,1,4,0,0,0,11,0,0,0,0,germany
4,27,11,3,6,0,1,0,0,0,12,0,0,0,1,0,2,0,0,1,0,1,9,0,0,0,0,italy
3,16,9,4,0,0,1,0,0,0,5,0,0,0,1,0,1,0,2,0,2,1,11,0,1,0,0,france
5,26,12,7,3,0,0,0,0,0,10,0,0,0,0,0,4,0,5,0,1,0,10,0,0,0,1,germany
3,21,11,3,5,0,0,0,0,0,5,0,0,0,0,1,4,0,4,1,1,0,8,0,0,0,0,france
5,26,12,4,0,0,0,0,0,0,11,0,0,2,0,0,1,3,1,0,2,0,13,0,0,0,0,germany
4,22,10,3,2,1,0,0,0,0,8,0,0,0,1,1,4,0,4,0,3,0,15,0,0,0,0,spain
4,25,13,6,5,1,0,0,0,0,11,0,0,0,0,0,2,0,2,0,0,0,13,1,0,0,0,france
2,29,3,8,3,0,0,0,0,0,3,0,0,0,0,0,3,1,1,0,0,0,9,0,0,0,0,france
3,25,12,4,2,0,0,0,0,0,9,0,0,0,0,0,1,0,2,0,0,0,9,0,0,0,0,germany
3,23,10,6,2,0,0,0,0,0,13,0,0,0,0,0,2,0,1,2,1,0,5,0,0,0,0,germany
2,31,9,1,1,0,1,0,0,0,8,0,0,0,2,0,1,0,1,0,1,1,9,0,0,0,0,france
5,31,10,5,5,0,0,0,0,0,14,0,0,0,1,0,2,0,2,0,1,0,11,2,0,0,0,germany
5,27,11,2,2,0,0,0,0,0,6,0,0,0,0,0,4,0,1,0,1,0,14,0,0,0,0,italy
4,21,12,6,5,0,1,0,0,0,7,0,0,1,1,0,1,0,2,0,2,1,8,0,0,0,0,france
2,22,16,2,9,1,0,0,0,0,8,0,0,0,0,2,4,1,2,0,0,0,13,0,0,0,0,spain
4,18,15,5,6,0,0,0,0,0,13,0,0,0,1,0,6,0,3,0,2,0,6,0,1,0,0,germany
1,21,10,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,15,1,1,0,0,france
2,16,13,3,4,0,0,0,0,0,10,0,0,0,0,0,0,1,3,1,2,0,14,0,0,0,0,england
2,18,19,6,4,0,0,0,0,0,10,0,0,0,2,2,5,1,2,0,1,0,9,0,0,0,0,spain
1,37,8,8,9,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,italy
2,25,7,6,5,1,2,0,0,0,3,0,0,0,1,0,2,0,1,0,1,2,12,0,2,0,0,spain
3,23,8,5,6,1,0,0,0,0,6,0,0,0,0,0,0,2,2,0,1,0,10,0,0,0,1,england
3,16,9,6,4,0,1,0,0,0,11,0,0,2,0,0,2,0,6,0,0,1,16,0,0,0,1,italy
1,30,8,6,5,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,8,0,1,0,0,spain
2,11,9,4,1,0,0,0,0,0,10,0,0,0,0,0,0,1,3,0,1,0,9,1,0,0,0,england
2,15,10,4,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,1,0,16,0,0,0,0,england
2,22,8,5,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,spain
3,21,5,7,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,7,0,0,0,1,england
1,25,11,4,4,0,0,0,0,0,8,0,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,italy
2,21,8,7,6,1,1,0,0,0,8,0,0,0,1,0,2,0,1,0,0,1,22,0,0,0,0,italy
2,29,15,6,6,0,0,0,0,0,5,0,0,0,1,0,1,1,2,0,0,0,14,1,0,0,0,spain
1,31,10,3,5,0,0,0,0,0,6,0,0,0,2,0,4,0,2,1,0,0,12,2,0,0,0,italy
3,16,10,3,3,0,0,0,0,0,11,0,0,0,0,0,8,0,4,0,3,0,12,0,0,0,0,england
6,29,10,5,7,0,1,0,0,0,12,0,0,0,0,1,3,1,3,1,1,1,6,0,0,0,0,italy
4,27,9,0,5,0,0,0,0,0,9,0,0,1,1,0,0,0,2,1,0,0,14,0,0,0,0,england
4,24,10,2,5,0,0,0,0,0,7,0,0,0,2,0,4,0,6,0,1,0,8,0,0,0,1,england
7,27,12,9,6,0,1,0,0,0,9,0,0,0,0,0,4,1,2,0,4,1,11,0,0,0,1,spain
3,10,17,4,0,0,0,0,0,0,6,0,0,0,1,0,1,1,3,0,2,0,16,1,0,0,1,england
0,24,13,5,6,0,0,0,0,0,9,0,0,1,0,1,3,0,1,0,0,0,13,0,0,0,0,spain
3,32,14,6,8,1,0,0,0,0,10,0,0,1,0,0,6,2,4,0,1,0,14,0,1,0,1,italy
2,25,15,6,8,0,0,0,0,0,9,0,0,0,1,1,1,1,1,1,1,0,11,0,0,0,0,spain
2,21,8,6,5,0,0,0,0,0,6,0,0,0,1,0,1,0,3,0,0,0,11,0,0,0,1,england
7,22,9,6,1,0,0,0,0,0,12,0,0,0,0,1,2,1,2,0,2,0,17,0,0,0,2,italy
1,25,10,6,3,0,1,0,0,0,5,0,0,0,1,0,3,1,3,0,0,1,12,0,1,0,0,0
3,28,9,7,3,0,0,0,0,0,10,0,0,0,0,1,1,0,3,1,2,0,10,0,1,0,0,france
4,16,14,5,0,0,0,0,0,0,9,0,0,0,2,1,1,0,6,0,1,0,10,0,0,0,0,spain
3,22,10,3,4,0,0,0,0,0,6,0,0,0,0,0,3,1,2,1,1,0,9,0,0,0,0,spain
5,12,5,8,3,0,0,0,0,0,10,0,0,0,0,0,2,1,4,0,1,0,6,1,0,0,1,france
6,25,11,4,5,0,0,0,0,0,14,0,0,0,1,0,4,2,3,0,1,0,11,0,0,0,1,italy
1,32,7,4,5,0,0,0,0,0,9,0,0,0,0,1,0,0,4,1,0,0,8,1,0,0,0,france
4,18,10,2,1,0,0,0,0,0,12,0,0,0,0,0,2,1,4,0,1,0,13,0,0,0,0,france
4,19,10,1,3,0,1,0,0,0,8,0,0,0,0,0,2,0,1,2,0,1,10,0,1,0,0,france
1,17,17,6,1,0,0,0,0,0,8,0,0,0,0,0,5,1,4,1,0,0,10,0,0,0,0,france
0,22,13,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,france
4,29,5,3,0,0,1,0,0,0,10,0,0,1,0,0,0,0,1,0,1,1,8,0,0,0,0,france
2,23,12,1,9,0,0,0,0,0,7,0,0,0,1,0,2,0,2,0,0,0,10,1,0,0,0,spain
2,13,17,6,1,0,0,0,0,0,14,0,0,0,0,0,0,0,3,1,1,0,8,0,0,0,0,france
4,15,12,7,1,0,0,0,0,0,6,0,0,0,0,0,5,2,3,0,1,0,12,0,0,0,0,france
3,27,13,6,3,2,1,0,0,0,6,0,0,0,0,0,4,0,3,0,0,1,15,1,1,0,1,italy
4,19,11,3,3,0,0,0,0,0,10,0,0,1,0,0,1,0,2,0,2,0,12,0,1,0,0,spain
6,12,4,2,3,0,0,0,0,0,8,0,0,0,0,0,3,0,3,0,1,0,14,1,0,0,1,italy
3,14,9,9,3,0,1,0,0,0,15,0,0,0,0,0,4,0,5,0,0,1,17,1,0,0,0,italy
1,20,12,2,3,0,0,0,0,0,8,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,1,spain
1,23,9,8,1,0,0,0,0,0,4,0,0,0,0,0,2,1,2,1,0,0,8,0,0,0,0,italy
0,20,11,7,6,0,0,0,0,0,9,0,0,0,0,0,3,0,2,0,1,0,7,0,1,0,0,spain
1,19,10,4,3,0,1,0,0,0,6,0,0,0,1,0,3,0,3,0,0,1,12,0,0,0,0,italy
3,29,10,3,3,0,0,0,0,0,3,0,0,0,1,0,3,0,2,0,0,0,18,0,0,0,0,italy
3,31,10,5,11,0,1,0,0,0,5,0,0,2,0,0,5,0,2,1,0,1,10,0,2,2,1,spain
4,21,13,5,7,0,2,0,0,0,6,0,0,0,1,1,1,1,1,0,1,2,15,0,0,0,1,0
3,15,11,4,1,0,0,0,0,0,11,0,0,0,1,1,3,0,4,0,1,0,9,0,0,0,0,spain
3,23,11,6,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,1,0,10,0,0,0,1,italy
3,31,8,2,5,0,0,0,0,0,8,0,0,0,0,0,0,2,4,2,1,0,11,0,0,0,0,spain
2,22,7,3,3,0,0,0,0,0,7,0,0,0,1,0,4,2,2,0,2,0,6,1,0,0,0,italy
4,30,6,6,2,0,1,0,0,0,9,0,0,0,1,1,3,0,1,0,1,1,8,0,0,0,0,france
6,42,5,2,4,0,2,0,0,0,4,0,0,0,0,0,0,1,1,0,0,2,14,1,0,0,1,france
2,24,9,5,7,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,7,0,0,0,0,france
0,28,11,5,1,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,1,0,7,0,0,0,0,france
3,21,11,4,2,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,1,0,11,0,1,0,0,france
1,14,5,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,12,0,1,0,0,france
1,32,5,4,4,0,0,0,0,0,4,0,0,1,3,0,0,1,0,2,1,0,10,0,0,0,0,france
5,19,19,3,1,0,0,0,0,0,7,0,0,0,2,0,1,1,2,0,3,0,12,2,3,0,0,france
3,22,14,6,7,0,2,0,0,0,9,0,0,0,0,0,2,1,1,2,0,2,5,0,0,0,0,france
2,28,6,4,3,0,1,0,0,0,6,0,0,0,1,0,2,0,2,0,1,1,11,0,1,0,0,france
1,13,12,1,4,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,12,1,0,0,0,france
1,16,9,5,5,0,0,0,0,0,9,0,0,0,1,0,0,0,4,0,0,0,10,0,0,0,0,france
4,24,9,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,1,1,7,1,1,0,0,england
2,25,11,5,3,0,1,0,0,0,4,0,0,0,0,2,2,1,1,0,0,1,7,0,1,0,0,france
1,20,13,1,3,1,0,0,0,0,8,0,0,0,0,0,2,0,2,1,0,1,13,1,0,0,0,england
2,24,8,5,4,0,0,0,0,0,6,0,0,0,0,0,1,1,1,0,1,0,10,0,0,0,0,france
